Candidate_ID,Education_Level,Experience_Years,Skills_Score,Certifications,Previous_Companies,Job_Match_Score,Suitability
5691,PhD,26,0.61,0,1,0.64,0
5692,Master's,37,0.74,2,4,0.86,0
5693,PhD,30,0.8,3,0,0.67,1
5694,Bachelor's,19,0.51,4,13,0.91,1
5695,Bachelor's,8,0.58,5,1,0.68,1
5696,Bachelor's,31,0.6,10,3,0.6,1
5697,Master's,10,0.76,8,12,0.8,1
5698,PhD,13,0.67,0,7,0.75,1
5699,PhD,23,0.86,8,3,0.63,1
5700,Bachelor's,39,0.97,8,10,0.93,0
5701,Master's,25,0.72,2,12,0.89,0
5702,Master's,35,0.6,10,10,0.8,0
5703,Bachelor's,17,0.62,9,13,0.69,1
5704,Bachelor's,26,0.61,4,12,0.6,1
5705,PhD,11,0.54,0,6,0.96,0
5706,Bachelor's,7,0.73,7,2,0.85,1
5707,Bachelor's,23,0.81,0,6,0.67,1
5708,Master's,27,0.99,3,1,0.72,0
5709,PhD,26,0.75,10,6,0.76,1
5710,Master's,37,0.87,0,14,0.74,0
5711,Master's,16,0.78,9,12,0.91,1
5712,Bachelor's,32,0.71,0,11,0.91,0
5713,Master's,38,0.57,4,3,0.88,0
5714,PhD,20,0.93,0,1,0.71,1
5715,PhD,34,0.59,4,12,0.74,0
5716,PhD,12,0.97,10,1,0.75,0
5717,Master's,26,0.89,0,14,0.63,1
5718,Master's,39,0.88,6,2,0.78,0
5719,PhD,35,0.95,2,1,0.8,0
5720,Master's,21,0.76,9,15,0.8,1
5721,Master's,33,0.57,1,12,0.77,1
5722,PhD,28,0.95,3,12,0.88,1
5723,Bachelor's,36,0.54,10,6,0.96,0
5724,Master's,27,0.67,10,3,0.82,1
5725,Master's,25,0.62,4,15,0.74,1
5726,PhD,25,0.78,2,10,0.67,0
5727,Master's,38,0.91,1,8,0.8,0
5728,Bachelor's,26,0.51,9,14,0.94,0
5729,Bachelor's,40,0.55,2,3,0.6,1
5730,PhD,17,0.82,10,13,0.82,1
5731,PhD,40,0.62,9,7,0.63,1
5732,PhD,30,0.75,8,11,0.72,0
5733,Bachelor's,30,0.71,1,12,0.8,1
5734,PhD,18,0.72,4,0,0.99,1
5735,Master's,28,0.81,10,9,0.82,0
5736,PhD,5,0.63,8,6,0.94,0
5737,Master's,0,0.88,8,2,0.83,1
5738,Master's,38,0.71,3,11,0.61,1
5739,Bachelor's,10,0.9,10,8,0.78,0
5740,PhD,30,0.86,7,13,0.85,1
5741,Master's,40,0.99,7,11,0.79,1
5742,Master's,15,0.63,10,12,0.64,0
5743,Master's,40,0.93,0,1,0.69,1
5744,PhD,17,0.55,5,5,0.87,1
5745,PhD,11,0.99,3,5,0.77,1
5746,Master's,25,0.73,0,3,0.98,0
5747,Bachelor's,19,0.81,9,9,0.63,0
5748,Master's,23,0.86,0,3,0.99,1
5749,Master's,34,0.72,6,0,0.87,1
5750,PhD,1,0.74,8,12,0.66,0
5751,PhD,16,0.79,8,12,0.94,0
5752,Bachelor's,35,0.8,8,14,0.88,1
5753,Bachelor's,7,0.71,6,2,0.86,1
5754,Master's,34,0.64,8,15,0.63,0
5755,PhD,20,0.98,9,13,0.83,0
5756,Bachelor's,9,0.91,8,5,0.64,1
5757,PhD,6,0.62,4,4,0.83,0
5758,Bachelor's,29,0.76,4,1,0.62,0
5759,PhD,37,0.8,9,13,0.62,0
5760,PhD,28,0.79,0,6,0.74,1
5761,Bachelor's,34,0.96,10,0,0.86,1
5762,Bachelor's,21,0.75,9,4,0.7,0
5763,Master's,5,1.0,4,6,0.96,1
5764,PhD,27,0.95,5,3,0.79,0
5765,Master's,6,0.87,7,2,0.75,1
5766,Master's,21,0.76,3,1,0.7,0
5767,PhD,19,0.59,1,3,0.81,0
5768,Bachelor's,33,0.68,10,8,0.71,1
5769,PhD,28,0.69,0,15,0.84,1
5770,Master's,21,0.7,6,15,0.99,0
5771,PhD,11,0.57,7,6,0.76,0
5772,Bachelor's,22,0.62,10,2,0.97,0
5773,Bachelor's,1,0.99,5,12,0.68,0
5774,PhD,18,0.85,4,3,0.96,0
5775,Master's,32,0.76,2,4,0.93,1
5776,Master's,22,0.58,2,0,0.87,0
5777,Master's,36,0.51,5,13,0.91,1
5778,Master's,18,0.8,5,11,0.83,0
5779,PhD,24,0.64,8,12,0.89,0
5780,Bachelor's,36,0.69,3,14,0.94,0
5781,PhD,26,0.71,7,10,0.82,1
5782,Master's,32,0.67,5,4,0.86,0
5783,Bachelor's,3,0.51,2,8,0.69,0
5784,PhD,30,0.55,3,9,0.78,1
5785,Bachelor's,28,0.88,4,2,0.61,0
5786,Master's,30,0.58,4,13,0.86,0
5787,Bachelor's,24,0.65,10,11,0.72,0
5788,Bachelor's,13,0.59,1,10,0.82,0
5789,PhD,36,0.9,5,15,0.62,1
5790,Master's,22,0.96,0,11,0.84,1
5791,Master's,20,0.81,7,2,0.89,1
5792,Bachelor's,4,0.81,10,12,0.62,0
5793,Master's,24,0.51,3,3,0.83,0
5794,Bachelor's,40,0.96,8,15,0.74,1
5795,PhD,18,0.78,10,14,0.68,1
5796,PhD,39,0.93,4,11,0.65,1
5797,Master's,39,0.98,0,2,0.88,1
5798,PhD,19,0.71,6,15,0.94,0
5799,Bachelor's,20,0.65,0,7,0.95,0
5800,Master's,21,0.69,9,15,0.93,0
5801,Bachelor's,27,0.77,2,9,0.85,1
5802,PhD,24,0.57,0,13,0.98,1
5803,Master's,31,0.82,0,7,0.68,0
5804,Bachelor's,1,0.6,5,0,0.79,0
5805,Master's,37,0.71,3,6,0.71,1
5806,PhD,38,0.69,0,2,0.91,0
5807,Bachelor's,16,0.6,8,9,0.72,0
5808,PhD,16,0.72,6,15,0.92,0
5809,PhD,11,0.56,7,7,0.94,0
5810,Master's,9,0.63,0,8,0.99,0
5811,Master's,9,0.77,6,1,0.98,1
5812,Bachelor's,38,0.61,1,11,0.82,0
5813,PhD,35,0.57,1,2,0.79,0
5814,Bachelor's,27,0.55,5,5,0.71,0
5815,Bachelor's,36,0.97,10,2,0.71,0
5816,Bachelor's,5,0.72,5,2,0.89,1
5817,PhD,34,0.68,2,13,0.97,1
5818,Bachelor's,35,0.81,0,6,0.87,1
5819,Master's,10,0.57,3,7,0.78,0
5820,PhD,25,0.77,3,11,0.81,1
5821,Master's,29,0.52,5,6,0.68,1
5822,PhD,33,0.53,3,9,0.7,0
5823,Bachelor's,3,0.5,6,5,0.78,1
5824,Master's,39,0.79,0,15,0.96,0
5825,Bachelor's,7,0.93,10,6,0.73,1
5826,Master's,38,0.54,8,4,0.83,0
5827,Bachelor's,27,0.84,4,12,0.92,0
5828,Bachelor's,15,0.5,8,6,0.75,1
5829,Bachelor's,38,0.8,8,13,1.0,0
5830,PhD,5,0.86,9,15,0.83,1
5831,Bachelor's,27,0.66,0,6,0.75,1
5832,Bachelor's,23,0.61,1,9,0.73,0
5833,Master's,39,0.78,7,3,0.82,1
5834,Bachelor's,16,0.66,9,3,0.88,1
5835,Bachelor's,22,0.74,7,2,0.82,1
5836,Bachelor's,28,0.64,5,3,0.72,1
5837,Bachelor's,13,0.57,2,10,0.91,1
5838,Master's,35,0.7,2,10,0.86,0
5839,PhD,19,0.98,5,8,0.69,1
5840,PhD,2,0.56,5,0,0.97,0
5841,PhD,6,0.96,3,1,0.93,0
5842,PhD,21,0.56,1,9,0.82,1
5843,PhD,2,0.96,3,12,0.89,0
5844,Bachelor's,21,0.88,2,5,0.78,0
5845,PhD,7,0.68,8,6,0.79,0
5846,Bachelor's,19,0.74,4,2,0.84,0
5847,PhD,2,0.72,6,0,0.72,1
5848,Bachelor's,9,0.5,8,7,0.77,0
5849,Bachelor's,3,0.97,6,3,0.67,1
5850,PhD,38,0.99,5,9,0.82,0
5851,Master's,14,0.75,8,14,0.96,1
5852,Bachelor's,20,0.87,2,7,0.95,1
5853,Bachelor's,6,0.84,9,11,0.63,0
5854,Master's,31,0.66,3,6,0.66,1
5855,Bachelor's,1,0.74,8,8,0.83,0
5856,PhD,10,0.51,6,8,0.94,0
5857,Bachelor's,17,0.6,0,11,0.82,1
5858,Master's,37,0.93,4,2,0.67,0
5859,Bachelor's,30,0.68,0,11,0.65,1
5860,PhD,4,0.97,1,2,0.89,0
5861,Bachelor's,19,0.75,3,1,0.77,1
5862,Bachelor's,24,0.76,0,14,0.63,0
5863,PhD,35,0.92,7,10,0.64,1
5864,PhD,18,0.95,8,2,0.95,1
5865,Master's,35,0.84,5,14,0.67,0
5866,Bachelor's,19,0.79,7,0,0.86,0
5867,PhD,5,0.63,5,13,0.64,1
5868,PhD,3,0.99,7,8,0.63,0
5869,Bachelor's,11,0.6,6,6,0.69,0
5870,PhD,24,0.84,10,8,0.99,0
5871,PhD,22,0.58,5,12,0.95,1
5872,Bachelor's,34,0.81,2,9,0.96,0
5873,PhD,19,0.58,8,8,0.9,1
5874,PhD,8,0.85,10,12,0.72,1
5875,Bachelor's,36,0.59,2,10,0.77,1
5876,Master's,19,0.69,7,1,0.76,1
5877,Master's,15,0.66,4,15,0.8,0
5878,Bachelor's,40,0.9,10,6,0.98,1
5879,PhD,19,0.64,8,15,0.95,1
5880,Bachelor's,37,0.91,2,8,0.93,1
5881,PhD,14,0.79,6,15,0.7,0
5882,PhD,34,0.91,1,14,0.65,0
5883,Bachelor's,31,0.98,1,13,0.69,0
5884,Master's,25,0.57,9,0,0.6,0
5885,PhD,36,0.98,10,2,0.66,0
5886,PhD,30,0.95,9,10,0.83,0
5887,Master's,0,0.7,9,0,0.77,1
5888,PhD,8,0.57,2,6,0.97,0
5889,Bachelor's,28,0.7,9,2,0.66,0
5890,Bachelor's,13,0.75,0,0,0.69,0
5891,Master's,7,0.9,9,5,0.92,0
5892,Bachelor's,36,0.96,0,15,0.97,1
5893,Master's,4,0.71,9,8,0.75,1
5894,Master's,27,0.66,5,1,0.8,1
5895,Master's,0,0.54,2,4,0.73,1
5896,Bachelor's,30,0.9,3,14,0.88,1
5897,Bachelor's,12,0.74,9,10,0.75,0
5898,Bachelor's,10,0.66,2,10,0.61,1
5899,Master's,27,0.62,5,11,0.98,1
5900,Master's,39,0.78,4,0,0.78,0
5901,PhD,38,0.8,7,0,0.63,1
5902,PhD,10,0.87,0,14,0.92,1
5903,Bachelor's,23,0.63,5,7,0.7,1
5904,Master's,3,0.92,9,1,0.84,1
5905,PhD,15,0.52,6,2,0.86,1
5906,Master's,6,0.8,3,6,0.76,1
5907,Master's,15,0.96,9,5,0.93,0
5908,Bachelor's,35,0.53,2,5,0.86,1
5909,PhD,26,0.66,3,7,0.85,1
5910,Master's,13,0.58,2,8,0.99,0
5911,PhD,9,0.83,9,3,0.75,0
5912,Master's,6,0.62,10,3,0.91,1
5913,PhD,17,0.61,10,7,0.95,0
5914,PhD,36,0.9,7,8,0.94,0
5915,Bachelor's,29,0.57,5,15,0.76,1
5916,Master's,16,0.84,8,11,1.0,0
5917,PhD,25,0.98,9,12,1.0,0
5918,PhD,39,0.98,8,3,0.86,1
5919,Master's,4,0.64,6,10,0.63,1
5920,Master's,8,0.86,5,7,0.73,1
5921,PhD,11,0.83,8,9,0.69,1
5922,PhD,18,0.98,9,0,0.69,1
5923,Bachelor's,27,0.79,5,6,0.75,0
5924,PhD,12,0.67,7,13,0.99,0
5925,Master's,39,0.62,4,14,0.68,0
5926,PhD,1,0.51,8,5,0.85,0
5927,Master's,16,0.52,4,7,0.85,0
5928,Bachelor's,4,0.93,6,11,0.79,1
5929,Master's,3,0.71,4,10,0.93,1
5930,Master's,6,0.71,8,3,0.64,0
5931,Master's,34,0.87,5,0,0.79,0
5932,Master's,11,0.99,8,14,0.85,0
5933,PhD,39,0.53,5,1,0.64,1
5934,Master's,21,0.87,7,15,0.69,0
5935,PhD,36,0.84,9,11,0.67,1
5936,Bachelor's,2,0.66,10,10,0.8,1
5937,Bachelor's,38,0.97,7,7,0.81,1
5938,Master's,1,0.83,2,0,0.77,0
5939,Bachelor's,11,0.85,10,8,0.93,0
5940,Bachelor's,13,0.84,5,14,0.72,1
5941,Master's,36,0.53,2,0,0.67,0
5942,Bachelor's,5,0.96,6,1,0.94,0
5943,PhD,6,0.53,5,8,0.87,1
5944,PhD,39,0.56,2,2,0.99,1
5945,PhD,35,0.93,2,0,0.91,0
5946,PhD,2,0.72,1,15,0.9,1
5947,Bachelor's,22,0.76,9,4,0.75,0
5948,Bachelor's,0,0.98,10,1,0.88,1
5949,PhD,14,0.93,7,14,0.64,1
5950,PhD,25,0.84,6,6,0.94,1
5951,Bachelor's,13,0.65,10,3,0.8,0
5952,Master's,7,0.87,4,2,0.67,0
5953,Master's,24,0.8,1,6,0.79,0
5954,Master's,9,0.52,2,14,0.88,0
5955,Bachelor's,36,0.7,2,6,0.84,0
5956,PhD,18,0.86,0,1,0.69,0
5957,Bachelor's,28,0.78,9,10,0.89,0
5958,PhD,25,0.61,8,8,0.73,0
5959,Master's,9,0.79,6,15,0.83,1
5960,PhD,20,0.51,6,12,0.9,0
5961,Bachelor's,6,0.61,1,14,0.8,1
5962,PhD,3,0.94,4,9,0.89,0
5963,PhD,15,0.73,9,4,0.64,1
5964,Master's,21,0.58,3,10,0.72,0
5965,PhD,26,0.79,10,9,0.67,1
5966,PhD,4,0.99,2,9,0.96,0
5967,PhD,6,0.72,10,6,0.88,0
5968,PhD,7,0.59,3,7,0.78,0
5969,Master's,5,0.55,7,0,0.95,1
5970,Master's,21,0.67,9,4,0.81,1
5971,Bachelor's,8,0.73,3,6,0.77,0
5972,Bachelor's,14,0.73,5,12,0.61,0
5973,Master's,7,0.63,8,9,0.9,0
5974,PhD,36,0.77,3,4,0.99,0
5975,Bachelor's,25,0.86,4,1,0.74,0
5976,PhD,11,0.56,6,2,0.62,0
5977,Bachelor's,17,0.75,2,5,0.63,0
5978,PhD,19,0.96,3,11,0.9,1
5979,Bachelor's,32,0.64,5,1,0.85,1
5980,Master's,17,0.95,7,4,0.81,0
5981,Bachelor's,23,0.87,7,0,0.75,1
5982,Bachelor's,34,0.79,10,4,0.81,0
5983,PhD,31,0.66,6,7,0.96,0
5984,Bachelor's,4,0.52,0,10,0.83,0
5985,Master's,2,0.52,2,2,0.95,0
5986,Master's,40,0.74,0,13,0.77,0
5987,Bachelor's,22,0.77,10,5,0.74,1
5988,Master's,17,0.72,6,3,0.99,0
5989,Master's,19,0.59,10,1,0.6,0
5990,Bachelor's,38,0.64,4,10,0.97,1
5991,PhD,26,0.75,10,8,0.88,1
5992,Master's,34,0.61,9,10,0.7,0
5993,Master's,36,0.61,6,10,0.64,1
5994,Bachelor's,13,0.9,0,15,0.79,1
5995,Bachelor's,18,0.83,5,13,0.75,0
5996,PhD,2,0.88,7,8,0.72,0
5997,PhD,16,0.6,5,6,0.89,0
5998,Master's,25,0.92,5,14,0.98,1
5999,Bachelor's,6,0.76,3,14,0.81,0
6000,Master's,40,0.56,7,11,0.95,0
6001,Master's,3,0.92,8,13,0.77,1
6002,PhD,20,0.65,0,0,0.88,0
6003,PhD,32,0.74,6,8,0.77,1
6004,Master's,23,0.59,6,5,0.64,1
6005,PhD,34,0.91,4,3,0.73,0
6006,Bachelor's,23,0.7,0,3,0.74,0
6007,Master's,2,0.55,6,8,0.64,0
6008,PhD,12,0.71,1,7,0.82,1
6009,Master's,37,0.55,8,9,0.72,1
6010,Master's,21,1.0,10,10,0.65,0
6011,PhD,39,0.79,3,9,0.68,1
6012,Master's,37,0.9,4,1,0.84,1
6013,Master's,39,0.52,7,9,0.89,0
6014,Bachelor's,17,0.91,7,5,0.68,0
6015,Master's,12,0.76,7,4,0.99,0
6016,Bachelor's,9,0.6,1,15,0.95,1
6017,Master's,30,0.51,5,0,0.68,0
6018,Master's,4,0.85,4,13,0.85,1
6019,Bachelor's,31,0.89,5,12,0.75,0
6020,Master's,0,0.78,7,14,0.76,0
6021,PhD,26,0.9,6,1,0.65,0
6022,Master's,1,0.64,1,4,0.99,0
6023,Bachelor's,0,0.83,7,1,0.62,0
6024,Bachelor's,16,0.69,4,2,0.89,1
6025,Master's,23,0.74,3,6,0.73,1
6026,Bachelor's,26,0.95,1,2,0.9,1
6027,Bachelor's,33,0.71,6,13,0.61,1
6028,Bachelor's,7,0.51,9,3,0.67,0
6029,PhD,11,0.65,0,1,0.69,1
6030,PhD,22,0.55,7,6,0.89,0
6031,Bachelor's,17,0.82,5,11,0.86,1
6032,Master's,25,0.59,0,13,0.77,0
6033,PhD,23,0.68,0,13,0.99,1
6034,PhD,6,0.67,0,15,0.84,1
6035,Master's,9,0.58,10,4,0.82,0
6036,PhD,27,0.76,9,12,0.63,1
6037,Master's,4,0.88,8,12,0.93,0
6038,Master's,25,0.86,4,9,0.64,0
6039,PhD,40,0.64,5,3,0.63,0
6040,Bachelor's,30,0.8,8,11,0.75,0
6041,Bachelor's,18,0.73,9,11,0.62,0
6042,PhD,6,0.92,2,12,0.66,0
6043,Master's,26,0.66,2,8,0.74,1
6044,PhD,29,0.69,0,1,0.87,1
6045,Bachelor's,35,0.72,8,14,0.8,0
6046,PhD,6,0.56,7,9,0.71,0
6047,Master's,26,0.89,7,10,0.94,0
6048,PhD,31,0.95,5,9,0.81,1
6049,Bachelor's,34,0.99,8,9,0.9,1
6050,PhD,6,0.89,4,5,0.85,0
6051,Bachelor's,35,0.68,4,1,0.86,1
6052,PhD,30,0.82,6,7,0.87,0
6053,PhD,0,0.68,3,1,0.7,1
6054,PhD,33,0.97,0,2,0.64,0
6055,Master's,18,0.8,9,11,0.67,0
6056,Bachelor's,7,0.77,9,8,0.64,1
6057,Master's,17,0.67,10,9,0.88,0
6058,Bachelor's,23,0.53,3,12,0.61,0
6059,Master's,0,0.65,0,13,0.75,0
6060,Master's,39,0.75,6,10,0.88,1
6061,PhD,5,0.65,10,2,0.97,1
6062,PhD,6,0.58,3,9,0.97,1
6063,PhD,14,0.74,5,5,0.98,1
6064,Master's,6,0.67,3,3,0.93,1
6065,Master's,31,0.64,3,15,0.98,0
6066,PhD,1,0.95,0,6,0.78,0
6067,PhD,13,0.87,2,13,0.64,0
6068,Bachelor's,20,0.61,2,4,0.96,1
6069,Bachelor's,24,0.95,4,12,0.96,0
6070,PhD,11,0.83,3,4,0.6,0
6071,PhD,33,0.81,2,13,0.93,1
6072,Master's,8,0.72,9,5,0.74,1
6073,Master's,5,0.72,10,3,0.81,0
6074,PhD,34,0.9,5,12,0.71,1
6075,Bachelor's,33,0.57,0,12,0.74,0
6076,Master's,15,0.85,10,4,0.99,0
6077,PhD,21,0.75,6,9,0.78,1
6078,Master's,21,0.86,3,0,0.85,0
6079,Master's,37,0.62,8,8,0.95,0
6080,PhD,27,0.81,3,4,0.89,0
6081,Master's,33,0.55,8,11,0.77,0
6082,Bachelor's,31,0.87,0,5,0.72,1
6083,Bachelor's,34,0.75,3,9,0.78,0
6084,Bachelor's,15,0.72,3,9,0.8,0
6085,Bachelor's,35,0.61,0,9,0.69,1
6086,Master's,16,0.59,6,4,0.93,0
6087,Bachelor's,4,0.53,2,15,0.94,0
6088,PhD,23,0.76,4,1,0.79,0
6089,PhD,35,0.79,6,7,0.92,1
6090,PhD,27,0.87,8,5,0.76,1
6091,Bachelor's,40,0.68,7,12,0.84,1
6092,PhD,19,0.57,1,12,0.76,0
6093,Bachelor's,30,0.63,7,14,0.94,0
6094,PhD,18,0.71,4,8,0.63,0
6095,PhD,13,0.82,8,5,0.85,0
6096,PhD,25,0.93,7,6,0.93,0
6097,Bachelor's,20,0.85,7,8,0.75,1
6098,Master's,31,0.64,1,8,0.76,1
6099,PhD,31,0.53,2,14,0.88,0
6100,Master's,8,0.96,5,13,0.94,0
6101,Master's,15,0.57,0,8,0.85,1
6102,Bachelor's,31,0.53,5,6,0.68,1
6103,Bachelor's,9,0.63,10,15,0.76,1
6104,Bachelor's,9,0.93,4,14,0.69,0
6105,Bachelor's,2,0.79,8,13,0.89,1
6106,Master's,35,0.59,3,11,0.96,0
6107,Bachelor's,31,0.82,3,2,0.74,1
6108,PhD,33,0.98,6,13,0.75,1
6109,PhD,18,0.66,10,2,0.64,1
6110,Bachelor's,24,0.55,6,9,0.87,0
6111,Master's,27,0.53,0,7,0.87,1
6112,Master's,24,0.66,3,5,0.77,0
6113,Bachelor's,31,0.56,0,11,0.77,1
6114,Bachelor's,5,0.86,8,8,0.77,1
6115,Master's,23,0.95,10,6,0.73,0
6116,Bachelor's,27,0.86,5,1,0.97,1
6117,Bachelor's,9,0.6,9,1,0.98,1
6118,Bachelor's,18,0.82,6,6,0.6,1
6119,Master's,40,0.69,5,7,0.72,1
6120,Bachelor's,6,0.51,7,8,0.91,0
6121,Bachelor's,40,0.97,10,0,0.62,0
6122,Bachelor's,14,0.91,4,10,0.86,1
6123,Bachelor's,3,0.88,10,6,0.82,0
6124,Bachelor's,37,0.5,5,12,0.93,0
6125,Bachelor's,33,0.6,5,12,0.7,0
6126,Master's,38,0.8,6,3,0.62,1
6127,PhD,37,0.56,8,11,0.78,1
6128,Bachelor's,26,0.51,9,7,0.98,0
6129,Master's,15,0.76,9,5,0.98,0
6130,PhD,34,0.79,6,3,0.77,1
6131,Master's,22,0.55,4,9,0.63,0
6132,PhD,26,0.64,5,14,0.77,0
6133,Master's,18,0.63,0,2,0.85,1
6134,Master's,15,0.67,0,15,0.65,0
6135,Bachelor's,25,0.93,10,13,0.69,1
6136,Master's,18,0.9,7,5,0.68,1
6137,Bachelor's,30,0.88,6,14,0.72,1
6138,Bachelor's,39,0.77,2,2,0.98,1
6139,PhD,3,0.55,2,4,0.64,0
6140,Bachelor's,37,0.7,3,5,0.88,0
6141,PhD,14,0.75,10,12,0.66,0
6142,Master's,1,0.69,2,11,0.64,1
6143,Bachelor's,5,0.9,2,13,0.78,1
6144,Bachelor's,22,0.83,8,14,0.94,1
6145,Master's,9,0.66,7,8,0.68,0
6146,PhD,30,0.95,3,2,0.64,0
6147,Master's,18,0.91,3,0,0.77,1
6148,PhD,36,0.73,0,14,0.76,1
6149,Master's,25,0.92,5,10,0.81,0
6150,Master's,23,0.8,7,1,0.78,1
6151,Bachelor's,2,0.7,5,14,0.85,0
6152,Master's,31,0.67,3,6,0.99,1
6153,PhD,27,0.65,4,8,0.77,0
6154,Master's,28,0.53,0,5,0.74,1
6155,Master's,28,0.63,9,5,0.68,1
6156,Bachelor's,34,0.57,3,2,0.71,1
6157,Master's,30,0.57,3,14,0.8,0
6158,Bachelor's,6,0.8,7,15,0.66,1
6159,Master's,30,0.98,7,15,0.9,1
6160,Master's,0,0.77,4,8,0.73,0
6161,PhD,1,0.56,3,9,0.85,1
6162,PhD,5,0.86,4,9,0.87,0
6163,Master's,23,0.74,4,5,0.76,0
6164,Bachelor's,12,0.97,2,7,0.8,0
6165,Bachelor's,40,0.95,2,3,0.76,0
6166,Master's,21,0.86,0,12,0.72,0
6167,Master's,10,0.75,6,5,0.79,0
6168,Master's,28,0.95,7,9,0.85,1
6169,Bachelor's,30,0.54,9,0,0.84,1
6170,PhD,0,0.64,1,9,0.67,0
6171,Bachelor's,17,0.99,7,7,0.73,0
6172,Bachelor's,14,0.68,0,6,0.95,0
6173,PhD,18,0.59,4,3,0.96,0
6174,PhD,23,0.56,4,4,0.84,1
6175,PhD,35,0.8,4,7,0.6,0
6176,Master's,18,0.65,2,11,0.91,1
6177,PhD,16,0.59,10,1,0.86,0
6178,Master's,34,0.64,2,3,0.84,1
6179,Bachelor's,15,0.52,0,12,0.67,0
6180,Bachelor's,2,0.86,2,6,0.68,0
6181,Master's,38,0.86,3,12,0.96,1
6182,Bachelor's,33,0.9,1,0,0.96,1
6183,PhD,5,0.72,10,13,0.75,1
6184,Master's,6,0.59,2,9,0.76,0
6185,PhD,24,0.59,9,7,0.99,1
6186,Bachelor's,37,0.52,6,5,0.81,1
6187,Master's,23,0.6,2,14,0.86,0
6188,Master's,29,0.98,10,2,0.65,1
6189,Master's,28,0.89,3,4,0.66,1
6190,Master's,20,0.83,10,4,0.72,0
6191,PhD,13,0.72,4,15,0.88,1
6192,Master's,20,0.67,4,12,0.64,0
6193,Master's,18,0.91,7,4,0.71,1
6194,PhD,21,0.64,3,12,0.69,0
6195,Master's,12,0.53,0,13,0.64,1
6196,Bachelor's,38,0.53,10,5,0.64,1
6197,Bachelor's,11,0.59,10,12,0.68,0
6198,Bachelor's,31,0.9,9,4,0.68,0
6199,PhD,5,0.58,0,11,0.68,1
6200,PhD,31,0.58,9,1,0.68,0
6201,Master's,7,0.99,1,8,0.83,0
6202,PhD,7,0.86,1,10,0.99,0
6203,Master's,39,0.83,6,5,0.92,1
6204,Master's,22,0.56,6,14,0.76,1
6205,PhD,8,0.52,6,8,0.75,0
6206,PhD,18,0.76,2,10,0.87,0
6207,Bachelor's,9,0.76,10,6,0.93,1
6208,Bachelor's,35,0.55,3,6,0.89,0
6209,PhD,36,0.6,7,7,0.85,1
6210,Bachelor's,36,0.92,3,14,0.94,0
6211,Master's,18,0.6,4,2,0.66,1
6212,PhD,37,0.89,8,8,0.7,0
6213,PhD,24,0.87,7,13,0.69,1
6214,PhD,33,0.66,7,0,0.67,1
6215,Bachelor's,8,0.62,4,8,0.85,0
6216,Master's,23,0.69,3,3,0.93,1
6217,PhD,6,0.83,2,12,0.96,1
6218,Bachelor's,38,0.7,7,6,0.94,0
6219,Master's,20,0.94,0,15,0.87,0
6220,Bachelor's,36,0.91,6,3,0.66,0
6221,PhD,4,0.61,0,5,0.65,1
6222,PhD,35,0.71,0,14,0.79,0
6223,Master's,39,0.5,6,13,0.69,1
6224,Master's,21,0.82,7,8,0.85,0
6225,Master's,12,0.77,7,7,0.7,1
6226,PhD,3,0.85,10,12,0.85,1
6227,Bachelor's,18,0.57,8,12,0.91,1
6228,PhD,16,0.8,9,10,1.0,1
6229,Bachelor's,20,0.89,4,2,0.76,0
6230,Bachelor's,38,0.99,5,7,0.97,0
6231,Bachelor's,36,0.64,9,0,0.72,0
6232,Bachelor's,26,0.83,2,3,0.76,1
6233,Bachelor's,17,0.52,0,11,0.73,0
6234,PhD,10,0.61,10,12,0.65,0
6235,Bachelor's,4,0.54,4,11,0.97,1
6236,Bachelor's,28,0.58,0,9,0.7,0
6237,Bachelor's,18,0.95,1,12,0.94,0
6238,Bachelor's,7,0.62,6,13,0.94,1
6239,Master's,34,0.74,8,6,0.82,1
6240,PhD,26,0.72,4,3,0.62,0
6241,Bachelor's,22,0.57,3,10,0.88,1
6242,Bachelor's,26,0.91,0,1,0.74,0
6243,Bachelor's,36,0.51,0,5,0.74,0
6244,Bachelor's,22,0.75,0,7,0.79,1
6245,PhD,1,0.63,8,12,0.65,0
6246,Bachelor's,29,0.83,9,14,0.6,1
6247,Bachelor's,10,0.96,10,13,0.75,0
6248,PhD,22,0.86,2,5,0.63,0
6249,Master's,11,0.78,5,8,0.92,0
6250,Master's,27,0.68,5,9,0.62,1
6251,Master's,18,0.83,3,1,0.79,1
6252,Bachelor's,5,0.99,0,8,0.91,0
6253,Master's,17,0.83,9,8,0.86,0
6254,PhD,39,0.94,8,2,0.73,0
6255,Master's,25,0.96,1,14,0.86,1
6256,Master's,22,0.55,1,0,0.87,1
6257,Bachelor's,12,0.85,10,8,0.78,0
6258,Master's,25,0.91,2,1,0.71,1
6259,Bachelor's,37,0.56,3,11,0.93,1
6260,PhD,10,0.97,4,5,0.62,0
6261,PhD,13,0.6,8,13,0.81,1
6262,Bachelor's,6,0.71,7,10,0.75,0
6263,PhD,19,0.64,3,1,0.83,1
6264,PhD,27,0.59,4,1,0.68,0
6265,Master's,26,0.77,2,11,0.84,1
6266,Master's,6,0.75,6,1,0.8,1
6267,Master's,23,0.5,9,15,0.93,0
6268,Bachelor's,24,0.65,3,2,0.77,1
6269,Bachelor's,16,0.8,8,4,0.62,0
6270,Master's,22,0.68,10,14,1.0,0
